,year,transmission,selling_price,engine,max_power,torque
1692,2017,1,850000,1498,310,199
1693,2017,1,650000,1197,270,55
1694,2008,1,120000,1493,28,250
1695,2016,1,730000,1493,0,241
1696,2019,0,525000,1197,259,41
1697,2015,1,600000,1396,290,227
1698,2019,1,500000,1197,259,41
1699,2009,1,150000,1086,204,431
1700,2015,1,409999,998,219,424
1701,2016,1,625000,1493,0,241
1702,2015,1,290000,799,186,405
1703,2015,1,500000,1497,40,115
1704,2011,1,475000,1582,60,274
1705,2013,1,190000,814,189,407
1706,2014,1,750000,2179,74,311
1707,2014,1,525000,1461,25,249
1708,2012,1,495000,1998,103,339
1728,2010,0,321000,1497,42,116
1729,2017,1,585000,1197,253,9
1730,2011,1,225000,1399,223,139
1731,2017,1,500000,1498,311,193
1732,2011,1,350000,1396,295,224
1733,2016,1,756000,1248,287,193
1734,2014,1,240000,796,180,400
1735,2012,1,80000,796,168,390
1736,2019,1,800000,1197,261,46
1737,2018,1,1250000,2179,84,300
1738,2009,1,320000,2179,45,287
1739,2017,1,509999,1197,262,50
1740,2019,1,650000,1248,242,174
1741,2011,1,210000,998,222,424
1742,2008,1,110000,796,178,398
1743,2017,1,665000,1497,25,278
1744,2017,1,555000,1498,27,261
1745,2017,1,560000,1498,27,261
1746,2016,1,375000,1198,250,173
1748,2017,0,2950000,2755,118,365
1749,2017,1,605000,1248,243,178
1750,2017,1,720000,1199,289,31
1751,2017,1,800000,1248,287,193
1752,2017,1,1325000,2179,74,311
1753,2011,1,625000,2835,39,288
1754,2011,1,350000,1396,295,224
1755,2012,1,600000,2494,0,191
1756,2012,1,300000,1197,265,37
1757,2011,1,240000,2179,71,302
1758,2016,1,377000,1498,317,212
1759,2013,1,450000,1373,302,85
1760,2008,1,160000,1599,8,103
1761,2019,1,525000,1197,261,36
1762,2011,1,550000,2494,5,187
1763,2010,1,270000,1991,83,309
1764,2016,1,570000,1364,220,144
1765,2011,1,225000,1399,223,139
1766,2019,1,590000,1197,261,36
1767,2018,1,1675000,1956,112,324
1768,2019,1,800000,1194,306,67
1769,2014,1,450000,1199,263,14
1770,2012,1,300000,1405,230,79
1771,2017,1,645000,1197,260,48
1772,2013,1,520000,1248,242,178
1773,2013,1,200000,814,189,407
1774,2015,1,700000,1497,40,115
1775,2000,1,45000,796,170,388
1776,2016,1,459999,1498,317,212
1777,2014,1,325000,1248,240,178
1778,2015,1,350000,998,219,424
1779,2011,1,440000,1582,59,275
1780,2011,1,320000,1396,295,224
1781,2011,1,169000,995,203,422
1782,2013,1,350000,1198,239,27
1783,2014,1,350000,1399,218,139
1784,2013,1,310000,1399,226,139
1786,2010,1,420000,2179,35,281
1787,2015,0,685000,1373,296,85
1788,2014,1,560000,1461,23,245
1789,2013,1,470000,1248,242,178
1790,2011,1,380000,1599,8,102
1791,2015,1,670000,1997,45,284
1792,2018,1,550000,1197,259,41
1793,2016,1,749000,1591,49,130
1794,2015,1,899000,1582,57,275
1795,2011,1,290000,1991,55,296
1796,2014,1,869999,2494,3,191
1797,2015,1,350000,1198,218,10
1798,2017,1,500000,1197,270,55
1799,2014,0,400000,1498,14,260
1800,2016,1,260000,799,186,405
1801,2015,1,220000,796,180,400
1802,2014,1,190000,1248,238,148
1803,2016,1,400000,1197,262,50
1804,2014,1,170000,936,191,109
1805,2019,1,650000,1197,261,58
1806,2007,1,60000,796,170,388
1807,2007,1,300000,2092,61,203
1808,2012,1,125000,995,204,422
1810,2012,1,500000,2179,74,311
1811,2011,1,170000,796,178,398
1812,2012,1,310000,1248,239,178
1813,2011,1,130000,995,203,422
1814,2016,1,465000,998,219,424
1816,2005,0,800000,2987,146,368
1817,2012,1,260000,998,222,424
1818,2013,1,500000,2523,205,160
1819,2017,1,325000,999,218,426
1820,2013,1,400000,2523,205,160
1821,2018,1,3200000,2755,118,358
1822,2007,1,200000,1396,183,416
1823,2013,1,450000,1493,0,241
1824,2012,1,229999,1405,230,79
1825,2016,1,340000,814,189,407
1826,2014,1,550000,2523,204,182
1827,2011,0,975000,2953,91,340
1829,2010,1,225000,1595,5,133
1831,2013,1,280000,1396,228,106
1833,2012,1,259000,1396,228,106
1834,2018,0,3200000,2755,118,365
1835,2018,1,1400000,1997,74,301
1836,2015,0,416000,1499,29,97
1837,2011,1,250000,1248,295,192
1838,2010,1,210000,1248,292,192
1839,2008,1,290000,2179,45,287
1840,2012,1,220000,1396,228,106
1841,2012,1,246000,1396,228,106
1842,2018,1,260000,796,167,388
1843,2018,1,1050000,1396,289,221
1847,2016,1,550000,1197,259,41
1848,2017,1,450000,1405,229,95
1849,2016,1,773000,1497,40,115
1850,2017,1,450000,1199,274,49
1851,2019,1,409999,1196,235,5
1852,2003,1,45000,796,170,388
1853,2014,0,600000,2496,127,234
1854,2010,1,250000,1199,254,15
1855,2008,1,70000,1405,203,62
1866,2018,1,430000,998,219,424
1868,2016,1,675000,1497,40,115
1869,2017,1,570000,1197,259,41
1870,2017,1,850000,1248,287,193
1874,2018,1,640000,1496,46,121
1875,2013,1,250000,1405,229,95
1876,2018,1,1250000,1461,23,245
1877,2017,1,889000,1497,50,124
1878,2017,1,750000,1396,290,221
1879,2010,1,320000,1248,246,178
1880,2011,1,600000,1968,70,303
1881,2018,1,1000000,1248,287,193
1882,2000,1,110000,993,200,411
1883,2008,1,250000,1497,251,66
1884,2015,1,600000,1248,242,178
1885,2009,1,165000,998,222,424
1886,2004,1,118000,796,178,398
1887,2016,1,700000,1248,242,178
1888,2013,1,585000,1461,271,194
1889,2006,1,120000,796,178,398
1890,2003,1,65000,796,170,388
1891,2006,1,150000,796,178,398
1892,2009,1,150000,796,178,398
1893,2004,1,170000,1493,262,164
1894,2006,1,250000,2179,45,287
1895,2005,1,100000,1493,262,164
1896,2013,1,599000,1248,291,193
1897,2010,1,250000,1991,83,309
1898,2016,1,570000,1197,259,41
1899,2013,1,440000,1199,239,161
1900,2005,1,300000,2494,3,191
1901,2015,0,300000,1198,247,11
1902,2011,0,500000,2179,45,287
1903,2016,1,660000,1248,242,178
1904,2012,1,256000,1596,319,117
1905,2018,1,409999,999,218,426
1906,2015,1,1888000,2982,109,318
1907,2011,1,250000,1086,204,431
1908,2009,0,280000,1799,62,149
1909,2010,1,300000,2489,307,226
1910,2016,1,900000,2179,84,300
1911,2014,1,190000,998,222,424
1912,2019,1,800000,2523,205,160
1913,2012,1,450000,2523,246,190
1914,2015,1,400000,2489,302,215
1915,2009,1,150000,2179,71,302
1916,2011,1,200000,1396,230,106
1917,2013,1,600000,2179,74,311
1918,2010,1,175000,1248,246,166
1919,2008,1,99000,1396,228,95
1920,2008,1,215000,1197,253,33
1922,2013,1,520000,1461,23,249
1923,2016,0,2280000,3198,143,369
1924,2015,1,285000,1405,230,94
1925,2017,1,660000,1493,0,241
1926,2004,1,31504,796,170,388
1927,2015,1,515000,1197,270,55
1928,2012,1,295000,1461,276,196
1929,2015,1,700000,1461,271,194
1930,2017,1,1100000,2179,45,284
1931,2017,1,300000,998,224,427
1932,2013,1,450000,1197,278,50
1934,2017,1,700000,1248,243,178
1935,2012,1,250000,1399,223,139
1936,2009,1,140000,1061,218,415
1937,2012,1,250000,2498,31,277
1938,2011,1,210000,1086,224,436
1939,2014,1,420000,1498,311,193
1940,2007,1,130000,796,178,398
1941,2012,1,320000,1498,308,89
1942,2010,1,200000,1061,208,413
1943,2016,1,310000,796,180,400
1944,2012,1,200000,1461,213,139
1945,2014,1,350000,1197,279,50
1946,2018,1,444000,814,189,407
1947,2017,1,300000,799,188,405
1948,2011,1,225000,1461,210,139
1949,2012,1,600000,2523,204,182
1950,2013,1,260000,1196,235,5
1951,2015,1,375000,1120,232,159
1953,2010,1,150000,796,178,398
1954,2014,1,110000,796,178,398
1955,2012,1,225000,796,178,398
1958,2017,1,860000,1497,40,115
1959,2018,1,650000,1248,243,178
1960,2014,1,650000,1248,292,193
1961,2016,1,710000,1396,289,222
1962,2017,1,430000,1498,317,212
1963,2011,1,305000,1248,246,178
1964,2011,1,220000,1399,223,139
1965,2010,1,150000,1948,295,176
1966,2017,1,660000,1493,0,241
1967,2011,1,140000,936,194,123
1968,2015,1,1100000,1798,69,150
1969,2013,0,2450000,2179,134,367
1970,2017,0,625000,1498,24,261
1971,2004,1,198000,1493,0,78
1973,2005,1,130000,998,222,424
1974,2012,1,540000,1497,36,118
1975,2017,0,550000,1197,261,36
1976,2018,1,475000,998,219,424
1977,2017,0,2825000,1968,117,335
1978,2020,1,2125000,1597,42,295
1979,2018,0,3350000,1998,139,352
1980,2018,0,1800000,2755,116,328
1981,2018,1,540000,1086,223,440
1982,2018,1,910000,2596,256,238
1983,2019,1,484999,998,219,424
1984,2020,0,1950000,1582,57,275
1985,2018,1,950000,1248,287,193
1986,2015,1,365000,1498,317,212
1987,2018,1,900000,2498,19,248
1988,2017,1,919999,1497,25,278
1989,2020,0,1900000,1451,75,265
1990,2018,1,2950000,2148,112,361
1991,2019,1,1075000,1497,48,294
1992,2017,1,600000,1197,259,41
1993,2017,0,3200000,1995,139,348
1994,2019,0,2600000,1968,75,305
1995,2016,1,839000,1248,287,193
1996,2019,1,635000,1199,242,25
1997,2014,1,550000,2179,45,287
1998,2011,1,180000,1461,213,140
1999,2015,1,650000,1498,311,193
2000,2011,1,350000,1198,295,23
2001,2015,1,265000,998,220,424
2002,2018,1,330000,999,218,426
2003,2019,1,395000,1196,235,5
2004,2015,1,700000,1493,0,241
2005,2012,1,300000,1399,223,139
2006,2011,1,650000,2494,5,187
2007,2013,1,625000,1248,291,193
2008,2014,1,425000,1598,14,260
2009,2004,1,55000,796,170,388
2010,2015,1,250000,1405,229,95
2011,2015,1,459999,2523,204,183
2012,2017,1,1594000,1364,282,201
2013,2014,1,300000,1199,263,14
2014,2018,1,950000,1498,310,199
2015,2013,1,484999,2179,45,287
2016,2009,1,161000,2498,31,277
2017,2015,1,500000,1197,261,46
2018,2012,1,350000,1498,308,89
2019,2017,0,550000,1197,259,41
2020,2018,1,850000,1199,289,31
2021,2016,1,240000,796,180,400
2022,2011,1,950000,2499,75,312
2023,2015,1,423000,1373,302,85
2024,2005,1,90000,1396,277,77
2025,2011,1,350000,2179,71,302
2026,2011,1,170000,998,216,424
2027,2015,1,450000,1196,283,34
2028,2009,1,150000,1197,253,32
2030,2016,1,511000,1396,290,221
2031,2018,1,850000,1498,303,232
2032,2018,1,250000,1396,228,106
2033,2020,1,420000,998,219,424
2034,2014,1,180000,796,180,400
2035,2015,1,400000,793,179,73
2036,2009,1,150000,2498,31,277
2037,2016,1,500000,1498,317,212
2038,2017,1,1689999,1956,112,324
2039,2012,1,204999,1461,206,139
2040,2014,1,459999,1248,287,193
2041,2017,1,600000,1197,260,48
2042,2019,1,585000,1197,261,36
2043,2012,1,551000,2499,75,312
2044,2013,1,525000,1248,242,178
2045,2012,1,160000,796,168,390
2046,2014,1,825000,2179,74,311
2048,2015,1,600000,2499,234,147
2049,2002,1,65000,993,200,411
2050,2013,1,550000,1248,242,178
2051,2015,1,650000,2523,205,160
2052,2019,1,750000,1248,243,178
2053,2017,1,380000,1198,250,173
2054,2012,1,400000,1582,60,274
2055,2003,1,50000,998,222,424
2056,2017,1,750000,1493,0,241
2057,2011,1,150000,995,203,422
2058,2016,1,245000,796,180,400
2059,2013,1,260000,1248,291,192
2060,2014,0,411000,1498,8,260
2061,2014,1,450000,1396,291,220
2062,2012,0,1300000,1995,131,336
2063,2016,1,351000,998,219,424
2064,2012,1,550000,2179,74,311
2065,2013,0,1300000,1995,131,336
2073,2016,1,750000,1461,271,194
2074,2015,1,800000,1461,271,194
2075,2011,1,350000,2179,71,302
2076,2013,1,200000,796,180,400
2077,2008,1,150000,1405,230,79
2078,2016,1,800000,1461,25,249
2079,2017,1,350000,814,189,407
2080,2011,1,350000,2179,68,302
2081,2006,1,250000,2609,38,282
2082,2010,1,170000,1405,231,95
2083,2018,1,395000,799,186,405
2084,2012,1,450000,2523,204,182
2085,2019,1,500000,1197,259,41
2086,2012,1,200000,1948,223,51
2087,2017,1,1200000,2179,91,348
2088,2016,1,400000,1198,250,173
2089,2016,1,650000,1493,0,241
2090,2016,1,550000,2523,205,160
2091,2015,1,1100000,2179,74,311
2092,2012,1,254999,796,180,400
2093,2011,1,180000,796,178,398
2094,2010,1,160000,2489,307,226
2095,2008,1,225000,1991,55,296
2096,2015,1,270000,796,180,400
2097,2012,1,310000,1248,292,192
2098,2015,1,225000,1198,218,10
2099,2015,1,300000,1248,246,185
2100,2008,1,250000,1298,278,50
2101,2011,1,180000,814,189,407
2102,2015,1,550000,1197,270,55
2103,2007,1,300000,2523,205,157
2104,2015,1,900000,1582,57,273
2106,2018,1,1530000,2179,68,311
2107,2015,1,590000,1248,242,178
2108,2008,1,170000,1061,193,402
2109,2017,0,2600000,1968,78,305
2110,2016,1,475000,1248,240,178
2111,2018,1,700000,1186,241,170
2112,2011,1,376000,998,222,424
2114,2004,1,75000,796,170,388
2115,2012,0,440000,2179,45,287
2116,2016,1,390000,998,219,424
2117,2012,1,725000,2494,5,187
2118,2012,1,325000,2523,204,182
2119,2010,1,170000,796,178,398
2120,2010,1,215000,1248,239,178
2121,2010,1,350000,1497,42,116
2122,2009,1,80000,995,203,422
2123,2012,1,195000,814,189,407
2125,2014,1,335000,1461,276,196
2126,2011,1,475000,2179,74,311
2127,2015,1,484999,1461,271,193
2128,2018,1,650000,1462,9,98
2129,2014,0,1850000,2967,156,387
2130,2018,1,700000,1197,260,48
2131,2014,0,3000000,2967,156,384
2132,2018,1,900000,2523,246,190
2133,2013,1,350000,1199,239,161
2134,2005,0,285000,2997,152,184
2135,2012,0,1850000,2967,156,384
2136,2017,1,750000,1248,287,193
2137,2013,0,1650000,2179,35,344
2138,2018,1,600000,1199,291,31
2139,2018,1,565000,999,246,428
2140,2000,1,86000,796,184,403
2141,2016,1,329000,1198,218,10
2142,2016,1,650000,1498,310,199
2143,2015,1,822000,1582,57,275
2144,2013,1,345000,1461,23,249
2145,2001,1,30000,993,200,411
2146,2012,1,330000,1248,242,178
2147,2014,1,300000,998,219,424
2148,2009,0,200000,1586,11,114
2150,2010,1,90000,995,203,422
2151,2010,1,200000,1061,218,415
2152,2016,1,550000,1120,231,159
2153,2015,1,250000,1199,248,12
2154,2017,1,975000,1498,309,193
2155,2014,1,900000,2494,3,188
2156,2018,1,610000,1197,260,48
2157,2017,1,620000,1248,242,178
2158,2016,1,400000,1197,262,50
2159,2019,1,500000,998,218,424
2160,2017,1,200000,1198,220,10
2161,2016,1,360000,1248,289,192
2162,2012,1,252000,998,222,424
2163,2012,1,280000,1248,242,178
2164,2018,1,509999,1197,259,41
2165,2016,1,1050000,1997,45,284
2166,2010,1,200000,1061,193,402
2167,2005,1,60000,993,200,411
2168,2010,1,320000,2498,31,277
2169,2013,1,520000,2179,45,287
2170,2007,1,250000,2179,71,302
2171,2017,1,725000,1248,287,193
2172,2015,1,585000,2523,204,182
2173,2017,1,430000,1199,274,49
2174,2011,1,235000,1248,242,178
2175,2012,1,350000,1248,239,178
2176,2010,1,131000,1086,224,436
2177,2016,1,450000,1498,311,193
2178,2016,1,750000,1248,287,193
2179,2013,1,200000,796,180,400
2180,2009,1,125000,1061,218,415
2181,2014,1,500000,2523,204,182
2182,2012,1,380000,1248,242,178
2183,2008,1,128000,796,178,398
2184,2009,1,250000,1497,42,116
2185,2017,1,690000,1493,230,182
2186,2014,1,650000,2523,204,182
2187,2012,1,560000,1497,36,118
2189,2016,1,400000,998,219,424
2190,2012,1,200000,998,222,424
2191,2018,1,950000,1591,49,127
2192,2016,1,300000,796,180,400
2193,2016,1,315000,799,186,405
2194,2012,1,220000,796,180,400
2195,2011,1,130000,1399,301,74
2196,2016,1,595000,1396,290,221
2197,2011,1,110000,1405,230,94
2198,2017,1,680000,1497,51,124
2199,2013,1,280000,1248,246,185
2200,2017,1,530000,1197,268,55
2201,2017,1,610000,1197,262,50
2202,2014,1,500000,2179,83,300
2203,2018,1,500000,1047,228,106
2204,2010,1,250000,2489,307,226
2205,2018,1,325000,814,189,407
2206,2018,1,550000,1197,268,55
2207,2018,1,720000,1373,296,85
2208,2017,1,950000,1591,49,127
2209,2013,1,350000,1248,242,178
2210,2018,1,500000,1197,261,36
2211,2012,1,380000,1248,239,178
2212,2015,0,380000,1197,262,50
2213,2017,1,900000,1591,49,127
2214,2017,1,295000,796,180,400
2215,2016,1,640000,1248,287,193
2216,2018,1,790000,1497,25,278
2217,2015,1,625000,1591,52,130
2218,2017,1,604000,1497,51,124
2219,2015,1,315000,998,220,424
2220,2019,1,950000,1497,35,291
2221,2017,1,400000,998,219,424
2222,2018,0,700000,1368,312,87
2223,2011,1,700000,2494,5,187
2224,2012,1,260000,1461,213,139
2225,2012,1,200000,1396,230,106
2226,2020,1,580000,1197,288,45
2227,2011,1,330000,1598,19,260
2228,2011,1,400000,1493,28,239
2229,2018,0,1350000,1591,49,125
2230,2014,1,250000,1461,213,139
2231,2019,1,725000,1598,8,128
2232,2013,1,300000,1248,242,178
2233,2006,1,120000,796,170,388
2234,2016,1,1175000,2179,74,311
2235,2009,1,380000,2179,68,302
2236,2014,1,400000,1405,230,94
2237,2005,1,140000,1405,230,79
2238,2011,1,229999,2179,71,302
2239,2003,1,110000,1299,230,2
2240,2011,0,550000,1968,71,303
2241,2008,1,150000,1150,244,29
2242,2017,1,265000,796,167,388
2243,2011,1,300000,1197,255,19
2244,2015,1,280000,796,180,400
2245,2005,1,130000,1341,267,53
2246,2015,1,350000,1199,263,14
2247,2009,1,200000,1197,279,50
2248,2018,1,550000,1197,259,41
2249,2013,1,400000,2523,204,182
2250,2010,1,170000,1197,279,50
2251,2015,1,600000,1396,289,222
2252,2011,1,130000,796,178,398
2254,2011,1,100000,796,170,388
2255,2016,1,310000,799,186,405
2256,2007,1,35000,796,170,388
2257,2010,1,200000,1197,255,19
2259,2015,1,650000,1396,290,221
2260,2013,1,210000,1193,210,4
2261,2015,1,509999,1120,232,159
2262,2013,1,229999,1399,226,139
2263,2014,1,409999,1461,23,249
2264,2011,1,130000,995,203,422
2265,2013,1,95000,624,171,380
2266,2016,1,225000,796,180,400
2268,2017,1,775000,1248,287,193
2269,2017,1,420000,998,219,424
2270,2016,1,480000,1197,262,50
2272,2010,1,260000,2523,205,157
2274,2018,1,600000,1199,242,25
2275,2009,1,140000,1399,223,139
2276,2010,1,130000,796,168,390
2277,2007,1,195000,1248,242,178
2278,2013,1,210000,1405,230,94
2279,2006,1,130000,998,222,424
2280,2012,1,141000,1199,254,15
2281,2011,1,280000,2523,205,157
2282,2010,0,350000,1586,8,114
2283,2018,1,575000,1198,25,143
2284,2015,1,550000,1197,260,48
2286,2006,1,120000,796,178,398
2287,2015,1,320000,998,220,424
2288,2011,1,250000,1495,302,71
2289,2010,1,300000,1586,18,112
2290,2006,1,250000,998,222,424
2292,2018,1,750000,1493,230,182
2293,2005,1,151000,2179,45,287
2294,2011,1,300000,2179,69,302
2295,2019,1,577000,1197,259,41
2296,2012,1,229999,998,222,424
2297,2013,1,500000,2523,204,182
2298,2019,0,840000,1199,289,31
2299,2017,1,900000,1498,26,261
2300,2017,1,650000,1199,289,31
2301,2016,1,650000,1498,311,193
2302,2016,1,250000,814,189,407
2303,2016,1,550000,1498,285,237
2304,2007,1,250000,1248,246,178
2305,2013,1,350000,1493,0,241
2306,2014,1,185000,936,191,109
2307,2010,1,229999,1196,230,7
2308,2016,1,1000000,2494,3,188
2309,2019,1,490000,1197,259,41
2310,2009,1,150000,1197,253,33
2311,2013,1,600000,1248,291,193
2312,2013,1,270000,998,199,410
2313,2005,1,60000,993,200,411
2314,2008,1,150000,1586,18,112
2316,2013,1,525000,1248,242,178
2318,2012,1,83000,1396,228,106
2319,2017,1,300000,814,189,407
2320,2012,1,350000,1197,255,19
2321,2011,1,300000,1197,255,19
2322,2011,1,250000,1248,297,202
2323,2006,1,114999,796,170,388
2324,2018,1,700000,1462,7,98
2325,2020,1,250000,998,218,424
2326,2016,1,350000,998,219,424
2327,1998,1,80000,796,168,390
2328,2017,1,850000,2523,246,190
2330,2007,1,90000,995,203,422
2331,2014,1,600000,2499,234,147
2332,2007,1,135000,796,178,398
2333,2005,1,150000,1495,304,64
2337,2009,1,240000,1298,278,50
2338,2018,1,946000,1396,289,221
2339,2011,1,215000,1396,228,106
2340,1999,1,50000,993,200,411
2341,2013,1,310000,1498,311,193
2342,2008,1,220000,1197,253,32
2343,2008,1,195000,1248,246,178
2344,2015,1,650000,1197,261,46
2345,2011,1,350000,1197,255,19
2346,2013,1,360000,1197,265,37
2347,2013,1,550000,1797,80,156
2348,2016,1,490000,1197,262,50
2349,2011,1,195000,796,178,398
2350,2010,1,125000,796,178,398
2351,2019,1,459999,1199,274,49
2352,2015,1,275000,796,180,400
2353,2018,1,680000,1248,243,178
2354,2015,1,600000,1197,270,55
2355,2018,1,720000,1197,259,41
2357,2016,1,356000,799,186,405
2358,2011,1,225000,1086,224,436
2359,2019,1,725000,1498,312,212
2360,2010,1,130000,995,203,422
2361,2015,1,300000,799,186,405
2362,2013,1,400000,1197,265,37
2363,2013,1,550000,1396,289,223
2364,2006,1,120000,998,218,424
2365,2012,1,409999,2498,31,277
2366,2010,1,110000,1086,204,431
2367,2012,1,450000,2523,204,182
2368,2019,1,610000,1197,259,41
2369,2016,1,515000,1498,294,198
2370,2018,1,925000,1498,310,199
2371,2019,1,860000,1498,17,110
2372,2012,1,225000,1399,224,139
2373,2017,1,500000,1498,317,212
2374,2017,0,600000,1197,259,41
2375,2012,1,195000,1399,223,139
2376,2012,1,265000,998,222,424
2377,2018,1,650000,1499,312,210
2378,2015,1,415000,1498,317,212
2379,2015,1,600000,1461,271,194
2380,2013,1,340000,1197,279,50
2381,2014,1,350000,1120,230,137
2382,2012,1,265000,1248,240,178
2383,2017,1,625000,2179,69,302
2384,2008,1,245000,1493,28,250
2385,2014,1,395000,1248,242,178
2387,2014,1,490000,1120,231,159
2389,2018,1,955000,1248,287,193
2390,2013,1,525000,1248,242,178
2391,2017,1,550000,1199,274,49
2392,2014,1,200000,1405,230,94
2393,2017,1,500000,1196,283,34
2394,2016,1,825000,1248,287,193
2395,2012,1,250000,1493,0,241
2396,2015,1,600000,1197,252,9
2397,2018,1,1325000,2179,45,284
2398,2016,1,770000,1493,0,241
2399,2011,1,415000,1991,55,296
2400,2011,1,825000,2199,141,357
2401,2018,1,530000,1498,318,212
2402,2006,1,425000,2494,5,187
2403,2012,1,310000,1198,283,16
2404,2017,1,390000,1199,274,49
2405,2016,1,700000,1591,49,127
2406,2010,1,200000,1086,224,436
2407,2013,1,1050000,2494,3,188
2408,2014,1,580000,1498,311,193
2409,2014,1,200000,814,189,407
2410,2013,1,245000,1199,276,44
2411,2010,1,210000,1197,253,33
2412,2005,1,50000,1590,304,84
2413,2012,0,700000,2231,131,360
2414,2019,1,660000,1248,242,174
2415,2015,1,630000,1497,40,115
2416,2012,1,950000,2179,74,311
2417,2018,1,740000,1197,260,48
2418,2017,1,570000,1196,283,34
2419,2012,1,450000,1582,60,274
2420,2019,1,390000,999,218,426
2421,2009,1,180000,1597,300,83
2422,2015,1,130000,624,171,380
2423,2006,1,270000,1497,251,66
2424,1997,1,60000,796,170,388
2425,2006,1,170000,1599,8,103
2426,2015,1,978999,1582,57,275
2427,2018,1,490000,1199,274,49
2428,2012,1,280000,1498,289,198
2429,2018,1,390000,1199,274,49
2430,2013,1,170000,796,180,400
2431,2008,1,45000,995,203,422
2432,2016,1,640000,1248,287,193
2433,2015,1,650000,2523,246,190
2434,2013,1,500000,2179,45,287
2435,2008,1,90000,1399,223,140
2436,2014,1,480000,2179,83,300
2437,2019,1,630000,1197,259,41
2438,2011,1,250000,1197,253,33
2439,2016,1,330000,1197,262,50
2440,2009,1,180000,1197,253,32
2441,2010,1,210000,1197,255,19
2442,2016,1,550000,1248,242,178
2443,2020,0,950000,1198,25,143
2444,2013,1,430000,2523,204,182
2445,2014,1,348000,1197,253,33
2446,2014,1,196000,796,180,400
2447,2010,1,150000,1061,218,415
2449,2009,1,150000,1061,218,415
2450,2019,1,1250000,2179,91,348
2451,2015,1,600000,1248,291,193
2452,2010,1,65000,624,171,380
2453,2016,1,220000,796,167,388
2454,2016,1,220000,796,167,388
2455,2006,1,110000,1193,211,439
2456,2012,1,175000,936,191,109
2457,2011,1,160000,995,204,422
2458,2004,1,65000,796,170,388
2459,2002,1,60000,796,170,388
2460,2007,1,120000,796,178,398
2462,2013,0,1000000,2696,131,355
2463,2010,1,220000,998,222,424
2465,2008,1,114999,796,168,390
2467,2016,0,850000,2179,74,311
2468,2016,1,750000,1248,287,193
2469,2017,1,265000,999,218,426
2470,2014,1,450000,1596,319,117
2471,2013,1,225000,1493,0,241
2472,2015,1,1125000,2179,45,284
2473,2009,1,270000,1197,277,40
2474,2007,1,130000,796,178,398
2475,2017,1,660000,1493,230,182
2476,2015,1,240000,998,220,424
2477,2017,1,275000,796,180,400
2478,2012,1,750000,2494,5,187
2479,2007,1,65000,1150,247,17
2480,2017,1,850000,2179,84,300
2481,2016,1,300000,998,196,408
2482,2018,1,555000,1197,260,48
2483,2015,1,825000,1997,45,284
2484,2010,1,150000,1086,204,431
2485,2009,1,185000,1248,239,178
2486,2010,1,180000,1197,253,32
2487,2010,1,160000,796,178,398
2488,2012,0,500000,2953,91,340
2489,2014,1,375000,1248,242,178
2490,2015,1,900000,2494,3,191
2491,2017,1,459999,1197,262,50
2492,2014,1,480000,1461,271,194
2493,2013,1,320000,1248,242,178
2494,2013,1,370000,1248,242,178
2496,2002,1,75000,993,200,411
2497,2016,1,400000,1248,240,178
2499,2014,1,425000,1248,242,178
2500,2014,1,325000,998,219,424
2501,2016,1,350000,1197,262,50
2502,2018,1,600000,1197,260,48
2503,2012,1,120000,936,194,123
2504,2012,1,200000,998,222,424
2505,2008,1,100000,796,178,398
2506,2014,1,350000,1120,230,137
2507,2006,1,85000,796,178,398
2508,2019,1,399000,998,220,424
2509,2014,1,580000,1582,59,275
2510,2017,1,290000,799,188,405
2511,2014,1,380000,1197,262,50
2512,2010,1,200000,1399,223,139
2513,2018,1,390000,998,196,408
2514,2017,1,500000,1197,261,36
2515,2012,1,520000,1248,291,193
2516,2017,1,650000,1248,242,178
2517,2018,1,380000,999,218,426
2518,2010,1,275000,998,197,408
2519,2015,1,520000,1248,242,178
2520,2015,1,610000,1248,242,178
2521,2004,1,85000,998,222,424
2522,2013,1,490000,1461,271,194
2523,2015,1,229999,814,189,407
2524,2015,1,411000,1197,262,50
2525,2019,1,362000,1196,202,417
2526,2014,1,550000,1364,221,144
2527,2018,1,459999,998,196,408
2528,2011,1,190000,1197,279,50
2529,2019,0,499000,1086,223,440
2530,2018,1,358000,1196,235,5
2531,2012,1,278000,1364,222,144
2532,2014,1,320000,1248,246,185
2533,2013,1,580000,1461,25,243
2534,2019,0,1300000,1497,41,115
2535,2018,1,825000,1498,311,193
2536,2004,1,170000,1794,56,134
2537,2014,1,1700000,2982,109,318
2538,2018,1,490000,1086,223,440
2539,2018,1,1050000,2179,74,311
2540,2016,1,210000,1199,248,12
2541,2016,1,1250000,2179,45,284
2542,2012,1,320000,1248,242,178
2543,2012,1,400000,1991,55,296
2544,2013,1,320000,1248,240,178
2545,2012,1,600000,1364,284,201
2546,2012,1,275000,998,222,424
2547,2009,1,170000,796,178,398
2548,2012,1,155000,936,194,123
2552,2015,1,620000,1461,271,194
2553,2017,1,530000,1197,261,36
2554,2015,1,550000,1364,219,144
2555,2014,1,600000,1498,311,193
2556,2014,1,649000,2179,74,311
2557,2014,1,625000,1498,311,193
2558,2010,1,125000,995,205,422
2559,2009,1,305000,2499,234,147
2560,2010,1,285000,1586,11,114
2561,2015,1,600000,2179,69,304
2562,2016,1,426000,1198,262,54
